Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","05/02/2025 14:13 UTC"
"Last updated:","8 October 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,2024
Origin:,"214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
"Country of asylum:","214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
Year,"Country of origin","Country of asylum","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2024,"South Sudan",Luxembourg,0,14,0,0,0,0,0,,0
2024,"South Sudan",Mexico,0,5,0,0,0,0,0,,0
2024,"South Sudan",Malaysia,55,26,0,0,0,0,0,,0
2024,"South Sudan",Morocco,43,223,0,0,0,0,0,,0
2024,"South Sudan","Netherlands (Kingdom of the)",121,35,0,0,0,0,0,,0
2024,"South Sudan",Niger,20,14,0,0,0,0,0,,0
2024,"South Sudan",Norway,15,5,0,0,0,0,0,,0
2024,"South Sudan",Portugal,16,0,0,0,0,0,0,,0
2024,"South Sudan",Rwanda,31,10,0,0,0,0,0,,0
2024,"South Sudan",Spain,10,15,0,0,0,0,0,,0
2024,"South Sudan","South Sudan",0,0,0,1121084,0,0,0,,454831
2024,"South Sudan",Sudan,662080,0,171787,0,0,0,0,,0
2024,"South Sudan",Sweden,8,5,0,0,0,0,0,,0
2024,"South Sudan",Switzerland,124,82,0,0,0,0,0,,0
2024,"South Sudan","Syrian Arab Rep.",62,0,0,0,0,0,0,,0
2024,"South Sudan",Tunisia,36,457,0,0,0,0,0,,0
2024,"South Sudan",Uganda,948145,46,6312,0,0,0,0,,0
2024,"South Sudan","United States of America",71,222,0,0,0,0,0,,0
2024,"South Sudan",Zambia,8,0,0,0,0,0,0,,0
2024,"South Sudan",Zimbabwe,6,25,0,0,0,0,0,,0
2024,Stateless,Albania,0,0,0,0,0,2098,0,,0
2024,Stateless,Egypt,5,0,0,0,0,10,0,,0
2024,Stateless,Argentina,0,0,0,0,0,27,0,,0
2024,Stateless,Armenia,0,0,0,0,0,402,0,,0
2024,Stateless,Australia,2623,1163,82,0,0,7067,760,,0
2024,Stateless,Austria,2142,452,0,0,0,4136,0,,0
2024,Stateless,Azerbaijan,0,0,0,0,0,513,0,,0
2024,Stateless,Burundi,0,0,0,0,0,791,0,,0
2024,Stateless,Belgium,202,28,0,0,0,836,628,,0
2024,Stateless,Bangladesh,0,0,0,0,0,984591,0,,0
2024,Stateless,Belarus,0,0,0,0,0,5506,0,,0
2024,Stateless,Brazil,0,0,0,0,0,5,0,,0
2024,Stateless,"Brunei Darussalam",0,0,0,0,0,20863,0,,0
2024,Stateless,"Bosnia and Herzegovina",0,0,0,0,0,17,0,,0
2024,Stateless,Bulgaria,783,66,0,0,0,1010,0,,0
2024,Stateless,Cambodia,0,0,0,0,0,75000,0,,0
2024,Stateless,Canada,819,486,0,0,0,4866,0,,0
2024,Stateless,Chile,0,0,0,0,0,1691,0,,0
2024,Stateless,"Costa Rica",5,61,0,0,0,336,0,,0
2024,Stateless,"Cabo Verde",0,0,0,0,0,115,0,,0
2024,Stateless,Cyprus,78,20,0,0,0,98,0,,0
2024,Stateless,Czechia,32,12,0,0,0,605,453,,0
2024,Stateless,Denmark,2398,79,0,0,0,8535,0,,0
2024,Stateless,Estonia,7,0,0,0,0,64882,0,,0
2024,Stateless,Finland,407,35,0,0,0,2976,0,,0
2024,Stateless,France,54,516,0,0,0,2506,1936,,0
2024,Stateless,"United Kingdom of Great Britain and Northern Ireland",3469,572,0,0,0,4435,394,,0
2024,Stateless,Georgia,0,0,0,0,0,490,0,,0
2024,Stateless,Germany,13512,541,0,0,0,28649,0,,0
2024,Stateless,Greece,1199,116,0,0,0,3743,2427,,0
2024,Stateless,Croatia,13,0,0,0,0,742,0,,0
2024,Stateless,Hungary,62,0,0,0,0,101,0,,0
2024,Stateless,Iceland,22,0,0,0,0,31,0,,0
2024,Stateless,"Cote d'Ivoire",0,0,0,0,0,930958,0,,0
2024,Stateless,India,0,0,0,0,0,22516,0,,0
2024,Stateless,Indonesia,0,0,0,0,0,2857,0,,0
2024,Stateless,Ireland,10,42,0,0,0,52,0,,0
2024,Stateless,Iraq,0,0,0,0,0,233,0,,0
2024,Stateless,Israel,0,0,0,0,0,35,0,,0
2024,Stateless,Italy,33,8,0,0,0,3000,0,,0
2024,Stateless,Jordan,0,18,0,0,0,18,0,,0
2024,Stateless,Japan,17,0,0,0,0,503,0,,0
2024,Stateless,Kazakhstan,0,0,0,0,0,8019,0,,0
2024,Stateless,Kenya,0,0,0,0,0,9800,0,,0
2024,Stateless,Kyrgyzstan,0,0,0,0,0,59,0,,0
2024,Stateless,"Rep. of Korea",11,0,0,0,0,242,0,,0
2024,Stateless,Kuwait,0,0,0,0,0,92000,0,,0
2024,Stateless,"Sri Lanka",0,0,0,0,0,109,0,,0
2024,Stateless,Lithuania,48,0,0,0,0,2331,0,,0
2024,Stateless,Luxembourg,87,0,0,0,0,93,6,,0
2024,Stateless,Latvia,0,0,0,0,0,180614,0,,0
2024,Stateless,"North Macedonia",0,0,0,0,0,179,0,,0
2024,Stateless,"Rep. of Moldova",0,0,0,0,0,3233,0,,0
2024,Stateless,Mexico,0,0,0,0,0,13,0,,0
2024,Stateless,Malaysia,0,0,0,0,0,119046,0,,0
2024,Stateless,Montenegro,0,0,0,0,0,431,0,,0
2024,Stateless,Mongolia,0,0,0,0,0,17,0,,0
2024,Stateless,Myanmar,0,0,0,0,0,633975,0,,0
2024,Stateless,Nepal,0,0,0,0,0,460,0,,0
2024,Stateless,"Netherlands (Kingdom of the)",2986,67,0,0,0,4365,0,,0
2024,Stateless,Norway,1746,142,0,0,0,1887,0,,0
2024,Stateless,"New Zealand",0,0,0,0,0,130,0,,0
2024,Stateless,Pakistan,0,0,0,0,0,59,0,,0
2024,Stateless,Panama,0,0,0,0,0,928,0,,0
2024,Stateless,Paraguay,0,0,0,0,0,5,0,,0
2024,Stateless,Peru,0,0,0,0,0,32,0,,0
2024,Stateless,Philippines,16,0,0,0,0,32,0,,0
2024,Stateless,Poland,106,6,0,0,0,1487,1328,,0
2024,Stateless,Portugal,31,0,0,0,0,31,0,,0
2024,Stateless,Qatar,0,0,0,0,0,1200,0,,0
2024,Stateless,Romania,107,5,0,0,0,291,179,,0
2024,Stateless,"Russian Federation",36,5,0,0,0,91483,0,,0
2024,Stateless,Rwanda,0,0,0,0,0,9500,0,,0
2024,Stateless,"Saudi Arabia",0,0,0,0,0,70000,0,,0
2024,Stateless,Singapore,0,0,0,0,0,1109,0,,0
2024,Stateless,Spain,38,15,0,0,0,8578,0,,0
2024,Stateless,"Serbia and Kosovo: S/RES/1244 (1999)",0,0,0,0,0,2223,0,,0
2024,Stateless,"Viet Nam",0,0,0,0,0,26811,0,,0
2024,Stateless,"South Sudan",0,0,0,0,0,10500,0,,0
2024,Stateless,Suriname,0,0,0,0,0,7,0,,0
2024,Stateless,Slovakia,9,0,0,0,0,49,0,,0
2024,Stateless,Slovenia,0,0,0,0,0,10,5,,0
2024,Stateless,Sweden,16624,300,0,0,0,18638,0,,0
2024,Stateless,Switzerland,1156,0,0,0,0,1259,103,,0
2024,Stateless,"Syrian Arab Rep.",0,0,0,0,0,160000,0,,0
2024,Stateless,Thailand,0,0,0,0,0,587083,0,,0
2024,Stateless,Tajikistan,0,0,0,0,0,3629,0,,0
2024,Stateless,Turkmenistan,0,0,0,0,0,2790,0,,0
2024,Stateless,Türkiye,0,0,0,0,0,415,0,,0
2024,Stateless,Uganda,0,0,0,0,0,67000,0,,0
2024,Stateless,Ukraine,65,5,0,0,0,35760,0,,0
2024,Stateless,Uruguay,0,0,0,0,0,5,0,,0
2024,Stateless,Uzbekistan,0,0,0,0,0,22496,0,,0
2024,"Saint Kitts and Nevis",Canada,10,15,0,0,0,0,0,,0
2024,"Saint Kitts and Nevis","United Kingdom of Great Britain and Northern Ireland",6,21,0,0,0,0,0,,0
2024,"Saint Kitts and Nevis",Germany,5,5,0,0,0,0,0,,0
2024,"Saint Kitts and Nevis",Spain,0,5,0,0,0,0,0,,0
2024,"Saint Kitts and Nevis","United States of America",5,22,0,0,0,0,0,,0
2024,"Sao Tome and Principe",Brazil,0,11,0,0,0,0,0,,0
2024,"Sao Tome and Principe",France,5,0,0,0,0,0,0,,0
2024,"Sao Tome and Principe",Gabon,6,0,0,0,0,0,0,,0
2024,"Sao Tome and Principe",Germany,0,5,0,0,0,0,0,,0
2024,"Sao Tome and Principe","United States of America",0,5,0,0,0,0,0,,0
2024,Sudan,Albania,0,0,0,0,0,0,7,,0
2024,Sudan,Algeria,57,128,0,0,0,0,0,,0
2024,Sudan,Angola,279,1670,0,0,0,0,0,,0
2024,Sudan,Egypt,27060,375158,0,0,0,0,0,,0
2024,Sudan,Argentina,5,0,0,0,0,0,0,,0
2024,Sudan,Armenia,5,0,0,0,0,0,0,,0
2024,Sudan,Australia,402,370,26,0,0,0,0,,0
2024,Sudan,Austria,314,53,0,0,0,0,0,,0
2024,Sudan,Belgium,293,265,0,0,0,0,0,,0
2024,Sudan,Benin,36,31,0,0,0,0,0,,0
2024,Sudan,Belarus,0,5,0,0,0,0,0,,0
2024,Sudan,Brazil,59,29,0,0,0,0,0,,0
2024,Sudan,"Bosnia and Herzegovina",0,0,0,0,0,0,12,,0
2024,Sudan,Bulgaria,0,5,0,0,0,0,0,,0
2024,Sudan,Canada,726,800,0,0,0,0,0,,0
2024,Sudan,"Central African Rep.",28659,41,0,0,0,0,0,,0
2024,Sudan,Chad,1067773,3261,0,0,0,0,0,,0
2024,Sudan,China,0,7,0,0,0,0,0,,0
2024,Sudan,Cameroon,133,144,0,0,0,0,0,,0
2024,Sudan,Congo,42,126,0,0,0,0,5,,0
2024,Sudan,"Dem. Rep. of the Congo",50,14,0,0,0,0,0,,0
2024,Sudan,Cuba,6,0,0,0,0,0,0,,0
2024,Sudan,Cyprus,65,32,0,0,0,0,0,,0
2024,Sudan,Czechia,6,0,0,0,0,0,0,,0
2024,Sudan,Denmark,28,11,0,0,0,0,0,,0
2024,Sudan,Djibouti,15,0,0,0,0,0,0,,0
2024,Sudan,Eritrea,99,0,0,0,0,0,0,,0
2024,Sudan,Estonia,10,0,0,0,0,0,0,,0
2024,Sudan,Ethiopia,86696,427,0,0,0,0,10,,0
2024,Sudan,Finland,61,30,0,0,0,0,0,,0
2024,Sudan,France,27869,2817,0,0,0,0,0,,0
2024,Sudan,Gabon,5,0,0,0,0,0,0,,0
2024,Sudan,Gambia,0,12,0,0,0,0,0,,0
2024,Sudan,"United Kingdom of Great Britain and Northern Ireland",15992,5293,0,0,0,0,0,,0
2024,Sudan,Georgia,6,6,0,0,0,0,0,,0
2024,Sudan,Germany,3772,1301,0,0,0,0,0,,0
2024,Sudan,Ghana,554,380,0,0,0,0,0,,0
2024,Sudan,Greece,1792,220,0,0,0,0,0,,0
2024,Sudan,Guatemala,0,9,0,0,0,0,0,,0
2024,Sudan,"China, Hong Kong SAR",5,0,0,0,0,0,0,,0
2024,Sudan,Croatia,5,8,0,0,0,0,0,,0
2024,Sudan,Hungary,61,0,0,0,0,0,0,,0
2024,Sudan,Iceland,10,0,0,0,0,0,0,,0
2024,Sudan,"Cote d'Ivoire",8,0,0,0,0,0,0,,0
2024,Sudan,India,192,916,0,0,0,0,0,,0
2024,Sudan,Indonesia,314,140,0,0,0,0,0,,0
2024,Sudan,Ireland,314,166,0,0,0,0,0,,0
2024,Sudan,Iraq,89,1001,0,0,0,0,37,,0
2024,Sudan,Israel,491,4426,0,0,0,0,1884,,0
2024,Sudan,Italy,1442,570,0,0,0,0,0,,0
2024,Sudan,Jordan,3136,1785,5,0,0,0,0,,0
2024,Sudan,Japan,51,0,0,0,0,0,0,,0
2024,Sudan,Kenya,6280,5398,9,0,0,0,0,,0
2024,Sudan,"Rep. of Korea",50,54,0,0,0,0,0,,0
2024,Sudan,Kuwait,0,18,0,0,0,0,0,,0
2024,Sudan,Liberia,11,7,0,0,0,0,0,,0
2024,Sudan,Libya,1208,39121,0,0,0,0,0,,0
2024,Sudan,Lebanon,816,1929,0,0,0,0,32,,0
2024,Sudan,"Sri Lanka",5,0,0,0,0,0,0,,0
2024,Sudan,Luxembourg,84,130,0,0,0,0,0,,0
2024,Sudan,Latvia,6,0,0,0,0,0,0,,0
2024,Sudan,Mauritania,15,75,0,0,0,0,0,,0
2024,Sudan,"Rep. of Moldova",9,0,0,0,0,0,0,,0
2024,Sudan,Mexico,0,14,0,0,0,0,0,,0
2024,Sudan,Mali,0,8,0,0,0,0,0,,0
2024,Sudan,Malaysia,192,139,0,0,0,0,0,,0
2024,Sudan,Montenegro,0,0,0,0,0,0,18,,0
2024,Sudan,Morocco,401,464,0,0,0,0,0,,0
2024,Sudan,Mozambique,5,23,0,0,0,0,0,,0
2024,Sudan,Malta,116,62,0,0,0,0,0,,0
2024,Sudan,Namibia,7,5,0,0,0,0,0,,0
2024,Sudan,"Netherlands (Kingdom of the)",1080,979,0,0,0,0,0,,0
2024,Sudan,Niger,1122,2043,0,0,0,0,0,,0
2024,Sudan,Nigeria,42,292,0,0,0,0,0,,0
2024,Sudan,Norway,885,37,0,0,0,0,0,,0
2024,Sudan,"New Zealand",17,8,0,0,0,0,5,,0
2024,Sudan,Oman,0,5,0,0,0,0,0,,0
2024,Sudan,Pakistan,0,9,0,0,0,0,0,,0
2024,Sudan,Peru,0,21,0,0,0,0,0,,0
2024,Sudan,Philippines,10,171,0,0,0,0,0,,0
2024,Sudan,"Papua New Guinea",7,0,0,0,0,0,0,,0
2024,Sudan,Poland,8,38,0,0,0,0,0,,0
2024,Sudan,Portugal,94,5,0,0,0,0,0,,0
2024,Sudan,Qatar,0,15,0,0,0,0,0,,0
2024,Sudan,Romania,87,20,0,0,0,0,0,,0
2024,Sudan,"South Africa",71,39,0,0,0,0,0,,0
2024,Sudan,"Russian Federation",19,19,0,0,0,0,0,,0
2024,Sudan,Rwanda,256,69,0,0,0,0,0,,0
2024,Sudan,"Saudi Arabia",0,5,0,0,0,0,0,,0
2024,Sudan,Senegal,0,14,0,0,0,0,0,,0
2024,Sudan,Somalia,214,25,0,0,0,0,0,,0
2024,Sudan,Spain,1306,265,0,0,0,0,0,,0
2024,Sudan,"Serbia and Kosovo: S/RES/1244 (1999)",5,0,0,0,0,0,0,,0
2024,Sudan,"South Sudan",445939,27,3741,0,0,0,0,,0
2024,Sudan,Sudan,0,0,0,10540215,0,0,0,,27282
2024,Sudan,Slovenia,6,0,0,0,0,0,0,,0
2024,Sudan,Sweden,752,64,0,0,0,0,0,,0
2024,Sudan,Switzerland,563,149,0,0,0,0,0,,0
2024,Sudan,"Syrian Arab Rep.",710,253,0,0,0,0,0,,0
2024,Sudan,"United Rep. of Tanzania",0,81,0,0,0,0,0,,0
2024,Sudan,Thailand,9,0,0,0,0,0,0,,0
2024,Sudan,Tunisia,232,7706,0,0,0,0,0,,0
2024,Sudan,"United Arab Emirates",13,7,0,0,0,0,0,,0
2024,Sudan,Uganda,41946,188,0,0,0,0,0,,0
2024,Sudan,Ukraine,19,5,0,0,0,0,0,,0
2024,Sudan,"United States of America",1371,2859,0,0,0,0,0,,0
2024,Sudan,Yemen,104,619,0,0,0,0,0,,0
2024,Sudan,Zambia,25,14,0,0,0,0,0,,0
2024,Sudan,Zimbabwe,5,5,0,0,0,0,0,,0
2024,Suriname,Belgium,0,40,0,0,0,0,0,,0
2024,Suriname,Brazil,0,40,0,0,0,0,0,,0
2024,Suriname,Canada,5,10,0,0,0,0,0,,0
2024,Suriname,France,20,26,0,0,0,0,0,,0
2024,Suriname,Mexico,0,22,0,0,0,0,0,,0
2024,Suriname,"Netherlands (Kingdom of the)",7,8,0,0,0,0,0,,0
2024,Suriname,Suriname,0,0,0,0,0,0,5,,0
2024,Suriname,Uruguay,0,6,0,0,0,0,0,,0
2024,Suriname,"United States of America",12,105,0,0,0,0,0,,0
2024,Slovakia,Australia,0,5,0,0,0,0,0,,0
2024,Slovakia,Belgium,0,5,0,0,0,0,0,,0
2024,Slovakia,Canada,411,47,0,0,0,0,0,,0
2024,Slovakia,France,120,0,0,0,0,0,0,,0
2024,Slovakia,"United Kingdom of Great Britain and Northern Ireland",0,9,0,0,0,0,0,,0
2024,Slovakia,Germany,66,0,0,0,0,0,0,,0
2024,Slovakia,Mexico,0,5,0,0,0,0,0,,0
2024,Slovakia,"Netherlands (Kingdom of the)",10,0,0,0,0,0,0,,0
2024,Slovakia,"Russian Federation",5,0,0,0,0,0,0,,0
2024,Slovakia,Switzerland,0,5,0,0,0,0,0,,0
2024,Slovakia,"United States of America",0,45,0,0,0,0,0,,0
2024,Slovenia,Brazil,0,20,0,0,0,0,0,,0
2024,Slovenia,Canada,5,10,0,0,0,0,0,,0
2024,Slovenia,Germany,7,0,0,0,0,0,0,,0
2024,Slovenia,Peru,0,39,0,0,0,0,0,,0
2024,Slovenia,Slovenia,0,0,0,0,0,0,5,,0
2024,Slovenia,"United States of America",0,42,0,0,0,0,0,,0
2024,Eswatini,Australia,0,22,0,0,0,0,0,,0
2024,Eswatini,Canada,16,18,0,0,0,0,0,,0
2024,Eswatini,"United Kingdom of Great Britain and Northern Ireland",44,8,0,0,0,0,0,,0
2024,Eswatini,Germany,0,10,0,0,0,0,0,,0
2024,Eswatini,Ireland,45,236,0,0,0,0,0,,0
2024,Eswatini,Italy,5,0,0,0,0,0,0,,0
2024,Eswatini,Luxembourg,0,5,0,0,0,0,0,,0
2024,Eswatini,Portugal,20,0,0,0,0,0,0,,0
2024,Eswatini,"South Africa",9,5,0,0,0,0,0,,0
2024,Eswatini,Eswatini,0,0,0,0,0,0,12,,0
2024,Eswatini,"United States of America",5,96,0,0,0,0,0,,0
2024,Sweden,Australia,0,45,0,0,0,0,0,,0
2024,Sweden,Austria,0,5,0,0,0,0,0,,0
2024,Sweden,Brazil,0,5,0,0,0,0,0,,0
2024,Sweden,Canada,13,96,0,0,0,0,0,,0
2024,Sweden,"United Kingdom of Great Britain and Northern Ireland",0,14,0,0,0,0,0,,0
2024,Sweden,Germany,25,18,0,0,0,0,0,,0
2024,Sweden,Lebanon,0,0,0,0,0,0,5,,0
2024,Sweden,"United States of America",0,115,0,0,0,0,0,,0
2024,Switzerland,Brazil,0,5,0,0,0,0,0,,0
2024,Switzerland,Canada,6,5,0,0,0,0,0,,0
2024,Switzerland,Peru,0,5,0,0,0,0,0,,0
2024,Switzerland,"United States of America",0,28,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Albania,31,0,0,0,0,0,150,,0
2024,"Syrian Arab Rep.",Algeria,8382,88,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Angola,0,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Egypt,156465,0,1221,0,0,0,0,,0
2024,"Syrian Arab Rep.",Argentina,381,95,0,0,0,0,459,,0
2024,"Syrian Arab Rep.",Armenia,4911,22,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Australia,169,137,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Austria,97939,14987,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Azerbaijan,34,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Bahrain,5,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Belgium,18669,4210,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Benin,43,18,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Burkina Faso",0,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Belarus,23,10,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Bolivia (Plurinational State of)",22,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Brazil,6213,61,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Bosnia and Herzegovina",26,30,0,0,0,0,490,,0
2024,"Syrian Arab Rep.",Bulgaria,31004,2626,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Canada,1235,1357,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Chad,54,37,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",China,23,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Chile,113,31,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Cameroon,13,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Congo,18,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Dem. Rep. of the Congo",16,39,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Colombia,13,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Costa Rica",5,35,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Cuba,32,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Cyprus,14830,14303,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Czechia,46,38,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Denmark,16219,335,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Djibouti,10,11,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Dominican Rep.",0,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Ecuador,171,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Estonia,78,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Ethiopia,113,606,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Finland,2580,524,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",France,44757,881,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Gambia,6,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","United Kingdom of Great Britain and Northern Ireland",17398,5691,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Georgia,439,33,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Germany,716728,64504,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Ghana,276,63,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Greece,50759,3783,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Guinea,14,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Croatia,562,91,0,0,0,0,31,,0
2024,"Syrian Arab Rep.",Hungary,801,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Iceland,287,30,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Cote d'Ivoire",167,20,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",India,55,100,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Indonesia,14,46,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Ireland,2196,344,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Iraq,286099,0,1290,0,0,0,0,,0
2024,"Syrian Arab Rep.",Italy,3464,269,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Jordan,628135,0,3486,0,0,0,0,,0
2024,"Syrian Arab Rep.",Japan,385,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Kazakhstan,11,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Kenya,5,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Kyrgyzstan,49,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Rep. of Korea",1276,165,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Kuwait,178,77,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Liberia,67,88,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Libya,386,10213,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Lebanon,774697,0,5078,0,0,0,3200,,0
2024,"Syrian Arab Rep.",Liechtenstein,35,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Lithuania,505,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Luxembourg,2043,1013,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Latvia,300,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Madagascar,5,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Mauritania,418,174,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","North Macedonia",0,9,0,0,0,0,34,,0
2024,"Syrian Arab Rep.",Monaco,5,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Rep. of Moldova",243,15,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Mexico,42,42,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Mali,40,27,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Malaysia,406,2455,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Montenegro,0,0,0,0,0,0,361,,0
2024,"Syrian Arab Rep.",Morocco,5455,6,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Mozambique,0,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Malta,2307,189,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Mauritius,0,5,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","Netherlands (Kingdom of the)",65622,13077,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Niger,5,10,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Nigeria,510,988,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Norway,15873,1364,0,0,0,0,0,,0
2024,"Syrian Arab Rep.","New Zealand",51,8,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Oman,8,6,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Pakistan,53,26,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Panama,5,0,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Paraguay,79,19,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Peru,46,85,0,0,0,0,0,,0
2024,"Syrian Arab Rep.",Philippines,149,95,0,0,0,0,0,,0
